year,stateabbr,locationname,category,measure,data_value,data_value_unit
2023,AL,Lauderdale,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,8.3,%
2022,CA,San Benito,Prevention,Visited dentist or dental clinic in the past year among adults,63.2,%
2023,CA,Contra Costa,Health Outcomes,High blood pressure among adults,31.2,%
2022,AR,Boone,Health Outcomes,All teeth lost among adults aged >=65 years,22.3,%
2022,AZ,Yuma,Health Risk Behaviors,Short sleep duration among adults,34.0,%
2023,CA,Kings,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,66.7,%
2023,AR,Sharp,Prevention,Cholesterol screening among adults,80.9,%
2023,AR,Madison,Disability,Self-care disability among adults,4.3,%
2023,AL,Crenshaw,Health Outcomes,High blood pressure among adults,46.6,%
2023,AL,Bullock,Prevention,Current lack of health insurance among adults aged 18-64 years,18.2,%
2023,AL,Morgan,Health Outcomes,High blood pressure among adults,44.5,%
2023,AL,Bibb,Health Outcomes,Diagnosed diabetes among adults,16.2,%
2023,AK,Lake and Peninsula,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,70.7,%
2023,AR,Cross,Health Risk Behaviors,Current cigarette smoking among adults,20.0,%
2023,AL,Etowah,Health Outcomes,Cancer (non-skin) or melanoma among adults,9.1,%
2023,AL,Fayette,Health Status,Fair or poor self-rated health status among adults,24.5,%
2023,AR,Fulton,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,13.2,%
2023,CA,Riverside,Health Risk Behaviors,No leisure-time physical activity among adults,27.3,%
2023,AL,Dale,Health Outcomes,Coronary heart disease among adults,6.6,%
2023,CA,Contra Costa,Health Outcomes,Current asthma among adults,9.4,%
2023,AL,Marengo,Prevention,Current lack of health insurance among adults aged 18-64 years,11.5,%
2023,AR,Madison,Disability,Cognitive disability among adults,19.8,%
2023,AR,Grant,Health-Related Social Needs,Loneliness among adults,35.4,%
2023,AR,Faulkner,Disability,Hearing disability among adults,7.2,%
2023,CA,Merced,Prevention,Cholesterol screening among adults,80.5,%
2023,AK,Aleutians East,Health Risk Behaviors,Binge drinking among adults,15.2,%
2022,AL,DeKalb,Health Outcomes,All teeth lost among adults aged >=65 years,20.2,%
2023,AR,Baxter,Health-Related Social Needs,Received food stamps in the past 12 months among adults,11.1,%
2023,AR,Desha,Prevention,Cholesterol screening among adults,83.8,%
2023,AL,Monroe,Health Status,Fair or poor self-rated health status among adults,28.7,%
2022,AR,Randolph,Prevention,Visited dentist or dental clinic in the past year among adults,49.1,%
2023,AL,Macon,Health Outcomes,Coronary heart disease among adults,8.2,%
2023,CA,Nevada,Health Outcomes,High cholesterol among adults who have ever been screened,38.5,%
2023,AK,Dillingham,Disability,Mobility disability among adults,17.1,%
2023,AL,Talladega,Disability,Independent living disability among adults,10.8,%
2023,AK,Wrangell,Prevention,Current lack of health insurance among adults aged 18-64 years,11.0,%
2023,AR,Benton,Disability,Mobility disability among adults,12.4,%
2023,AR,Sevier,Disability,Vision disability among adults,8.3,%
2022,AR,Lonoke,Prevention,Mammography use among women aged 50-74 years,72.3,%
2023,CA,Calaveras,Prevention,Current lack of health insurance among adults aged 18-64 years,7.9,%
2023,AR,Crawford,Health Status,Frequent physical distress among adults,15.5,%
2023,AR,Sebastian,Health Risk Behaviors,No leisure-time physical activity among adults,33.3,%
2023,AK,Aleutians East,Health Outcomes,Coronary heart disease among adults,5.5,%
2023,AK,Denali,Health Risk Behaviors,No leisure-time physical activity among adults,20.4,%
2023,AL,Crenshaw,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,10.3,%
2023,AL,Lauderdale,Health Outcomes,Obesity among adults,36.7,%
2022,AR,Yell,Prevention,Mammography use among women aged 50-74 years,68.6,%
2023,CA,Colusa,Disability,Independent living disability among adults,10.0,%
2023,AR,Greene,Health Outcomes,Chronic obstructive pulmonary disease among adults,9.7,%
2023,AR,Jackson,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,76.7,%
2023,AZ,Santa Cruz,Health-Related Social Needs,Loneliness among adults,30.3,%
2023,AL,Blount,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,78.3,%
2023,AL,Choctaw,Prevention,Visits to doctor for routine checkup within the past year among adults,79.6,%
2023,AZ,Coconino,Health Risk Behaviors,Binge drinking among adults,16.4,%
2023,AL,Baldwin,Health Outcomes,Cancer (non-skin) or melanoma among adults,10.2,%
2022,AK,Chugach,Prevention,Mammography use among women aged 50-74 years,68.0,%
2022,AK,Denali,Prevention,Colorectal cancer screening among adults aged 45–75 years,58.6,%
2023,AL,Marengo,Prevention,Current lack of health insurance among adults aged 18-64 years,12.1,%
2023,AK,Ketchikan Gateway,Health Risk Behaviors,Current cigarette smoking among adults,16.0,%
2023,CA,Colusa,Health Outcomes,Cancer (non-skin) or melanoma among adults,6.6,%
2022,AR,Hempstead,Prevention,Visited dentist or dental clinic in the past year among adults,50.7,%
2023,AK,North Slope,Prevention,Current lack of health insurance among adults aged 18-64 years,11.2,%
2023,AK,Kusilvak,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,24.9,%
2023,AR,Marion,Health Outcomes,Coronary heart disease among adults,7.0,%
2023,AZ,Maricopa,Prevention,Visits to doctor for routine checkup within the past year among adults,72.0,%
2022,AR,Hempstead,Health Risk Behaviors,Short sleep duration among adults,39.8,%
2023,AL,Cleburne,Health Outcomes,Cancer (non-skin) or melanoma among adults,7.5,%
2023,AR,Marion,Health Outcomes,Stroke among adults,5.4,%
2023,CA,Inyo,Health-Related Social Needs,Loneliness among adults,35.3,%
2023,AL,Mobile,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,10.6,%
2023,AZ,Yuma,Health Status,Frequent mental distress among adults,15.3,%
2023,AZ,Apache,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,23.5,%
2023,AR,Miller,Disability,Any disability among adults,41.1,%
2023,AK,Denali,Disability,Mobility disability among adults,10.1,%
2023,CA,Humboldt,Health Status,Frequent mental distress among adults,19.7,%
2023,CA,Alameda,Health Risk Behaviors,Current cigarette smoking among adults,9.3,%
2023,AL,St. Clair,Health Outcomes,Stroke among adults,3.7,%
2023,AL,Bullock,Health Status,Fair or poor self-rated health status among adults,37.8,%
2023,AR,Hempstead,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,13.3,%
2023,AR,Carroll,Disability,Cognitive disability among adults,19.9,%
2023,AL,Monroe,Health-Related Social Needs,Lack of social and emotional support among adults,29.2,%
2023,CA,Merced,Prevention,Current lack of health insurance among adults aged 18-64 years,18.3,%
2023,AR,Montgomery,Disability,Self-care disability among adults,4.5,%
2023,AZ,Apache,Health Outcomes,High cholesterol among adults who have ever been screened,33.8,%
2023,AL,Clay,Health-Related Social Needs,Food insecurity in the past 12 months among adults,20.2,%
2023,AL,Etowah,Disability,Self-care disability among adults,4.5,%
2023,AL,Geneva,Health Outcomes,Diagnosed diabetes among adults,16.4,%
2022,AL,Butler,Prevention,Colorectal cancer screening among adults aged 45–75 years,65.5,%
2023,AL,Jefferson,Prevention,Visits to doctor for routine checkup within the past year among adults,81.2,%
2023,AR,Drew,Health Outcomes,Stroke among adults,4.0,%
2023,AL,Chambers,Health Status,Fair or poor self-rated health status among adults,27.6,%
2023,AL,Pickens,Health Risk Behaviors,No leisure-time physical activity among adults,34.8,%
2023,AR,Lawrence,Health Outcomes,Depression among adults,27.3,%
2023,AK,Ketchikan Gateway,Prevention,Visits to doctor for routine checkup within the past year among adults,69.5,%
2023,AK,Skagway,Health-Related Social Needs,Lack of social and emotional support among adults,24.2,%
2022,AR,Craighead,Prevention,Mammography use among women aged 50-74 years,66.6,%
2023,AL,Lamar,Health Outcomes,Diagnosed diabetes among adults,16.7,%
2023,AZ,Apache,Health Outcomes,Obesity among adults,36.0,%
2023,CA,El Dorado,Prevention,Cholesterol screening among adults,88.9,%
2023,AZ,Yavapai,Health Outcomes,Arthritis among adults,22.5,%
2023,CA,Contra Costa,Health Risk Behaviors,Current cigarette smoking among adults,9.3,%
2023,AR,Woodruff,Health Outcomes,Coronary heart disease among adults,7.4,%
2023,AZ,Maricopa,Disability,Independent living disability among adults,7.0,%
2023,AR,Lonoke,Health Risk Behaviors,Current cigarette smoking among adults,16.0,%
2023,CA,Glenn,Prevention,Cholesterol screening among adults,82.2,%
2023,AR,Calhoun,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,9.7,%
2022,CA,Alameda,Prevention,Mammography use among women aged 50-74 years,74.5,%
2023,AL,Dallas,Health Risk Behaviors,Binge drinking among adults,10.1,%
2023,AL,Choctaw,Disability,Hearing disability among adults,7.4,%
2023,AL,Escambia,Disability,Independent living disability among adults,13.5,%
2023,AR,Columbia,Disability,Self-care disability among adults,5.1,%
2022,AK,Southeast Fairbanks,Health Outcomes,All teeth lost among adults aged >=65 years,12.6,%
2023,AR,Clark,Health Outcomes,Depression among adults,26.0,%
2023,AR,Perry,Disability,Hearing disability among adults,10.2,%
2023,AZ,Gila,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,15.9,%
2023,CA,Alameda,Health Outcomes,Stroke among adults,2.5,%
2023,AL,Elmore,Health-Related Social Needs,Lack of social and emotional support among adults,26.3,%
2023,AZ,Cochise,Disability,Cognitive disability among adults,14.9,%
2023,AK,Fairbanks North Star,Prevention,Visits to doctor for routine checkup within the past year among adults,66.8,%
2023,AR,Marion,Health Status,Fair or poor self-rated health status among adults,27.7,%
2023,AL,Jackson,Health Status,Frequent mental distress among adults,18.5,%
2023,AZ,Cochise,Health Outcomes,Coronary heart disease among adults,5.8,%
2022,AL,Coosa,Health Outcomes,All teeth lost among adults aged >=65 years,13.7,%
2023,AL,Walker,Disability,Cognitive disability among adults,19.0,%
2023,CA,Calaveras,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,10.6,%
2023,AL,Colbert,Health Outcomes,High cholesterol among adults who have ever been screened,42.7,%
2023,CA,Marin,Disability,Self-care disability among adults,3.0,%
2023,AL,Autauga,Disability,Any disability among adults,32.4,%
2023,AL,Elmore,Health Outcomes,Chronic obstructive pulmonary disease among adults,7.5,%
2023,AR,Lee,Health Outcomes,Coronary heart disease among adults,10.1,%
2023,AL,Washington,Health Outcomes,Chronic obstructive pulmonary disease among adults,7.7,%
2023,CA,Nevada,Health Outcomes,Depression among adults,23.0,%
2023,AR,Conway,Health-Related Social Needs,Food insecurity in the past 12 months among adults,20.5,%
2023,AK,North Slope,Health Status,Fair or poor self-rated health status among adults,20.6,%
2023,AK,Matanuska-Susitna,Health Outcomes,Obesity among adults,37.5,%
2023,AR,Greene,Health Risk Behaviors,No leisure-time physical activity among adults,35.0,%
2023,CA,Alpine,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,5.3,%
2023,AR,Yell,Prevention,Visits to doctor for routine checkup within the past year among adults,77.7,%
2023,AR,Logan,Health Outcomes,Coronary heart disease among adults,9.0,%
2023,AR,Lee,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,26.1,%
2023,AL,Lee,Health-Related Social Needs,Lack of social and emotional support among adults,23.5,%
2023,AR,Newton,Health Outcomes,Diagnosed diabetes among adults,10.9,%
2023,AR,Sharp,Disability,Self-care disability among adults,5.7,%
2023,AR,Crittenden,Health Outcomes,High cholesterol among adults who have ever been screened,39.2,%
2023,AZ,Coconino,Disability,Hearing disability among adults,7.4,%
2023,AL,Walker,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,12.5,%
2023,AR,Miller,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,62.6,%
2023,AL,Morgan,Health Status,Frequent physical distress among adults,14.8,%
2023,AK,Prince of Wales-Hyder,Disability,Vision disability among adults,7.2,%
2023,CA,Inyo,Health Outcomes,High blood pressure among adults,35.1,%
2023,AR,Izard,Disability,Any disability among adults,41.5,%
2023,AK,Matanuska-Susitna,Health-Related Social Needs,Food insecurity in the past 12 months among adults,13.0,%
2022,AK,Skagway,Health Outcomes,All teeth lost among adults aged >=65 years,14.3,%
2023,AL,Randolph,Disability,Cognitive disability among adults,17.2,%
2023,AZ,Pinal,Health Outcomes,Arthritis among adults,23.4,%
2023,AZ,Maricopa,Disability,Any disability among adults,29.2,%
2023,AK,Northwest Arctic,Disability,Hearing disability among adults,10.7,%
2023,AR,Conway,Health Outcomes,Stroke among adults,4.8,%
2023,AR,Polk,Prevention,Current lack of health insurance among adults aged 18-64 years,11.7,%
2023,AK,Sitka,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,10.7,%
2023,AR,Crittenden,Health Outcomes,Depression among adults,24.4,%
2023,AK,Bristol Bay,Health Status,Frequent mental distress among adults,15.3,%
2023,AL,Pickens,Prevention,Cholesterol screening among adults,82.4,%
2023,AK,Bethel,Health-Related Social Needs,Food insecurity in the past 12 months among adults,37.6,%
2023,AR,Nevada,Health Outcomes,High cholesterol among adults who have ever been screened,34.6,%
2023,AL,Calhoun,Health Status,Fair or poor self-rated health status among adults,24.4,%
2023,AR,Prairie,Health Outcomes,Diagnosed diabetes among adults,15.1,%
2023,AR,Newton,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,8.2,%
2023,AR,Yell,Health Outcomes,Depression among adults,26.1,%
2023,AR,Poinsett,Disability,Any disability among adults,41.2,%
2023,AR,Sharp,Health Outcomes,Coronary heart disease among adults,10.8,%
2023,AL,Chambers,Health Outcomes,Cancer (non-skin) or melanoma among adults,8.4,%
2023,AL,Monroe,Health Outcomes,Stroke among adults,4.5,%
2023,AL,Coffee,Health Outcomes,Cancer (non-skin) or melanoma among adults,8.4,%
2023,AL,Dale,Health Status,Fair or poor self-rated health status among adults,26.0,%
2023,AL,Baldwin,Health Risk Behaviors,No leisure-time physical activity among adults,23.7,%
2023,AR,Faulkner,Health Outcomes,Diagnosed diabetes among adults,10.8,%
2023,AR,Searcy,Health Outcomes,Stroke among adults,4.0,%
2023,AL,Barbour,Health-Related Social Needs,Lack of social and emotional support among adults,30.6,%
2023,CA,Kern,Disability,Self-care disability among adults,5.2,%
2023,AK,Lake and Peninsula,Disability,Self-care disability among adults,5.3,%
2023,AR,Ashley,Health Status,Fair or poor self-rated health status among adults,29.2,%
2023,AR,Union,Health Outcomes,Obesity among adults,39.4,%
2023,AL,Escambia,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,15.4,%
2023,AL,Greene,Disability,Mobility disability among adults,31.4,%
2023,AR,Boone,Health Outcomes,Current asthma among adults,10.4,%
2023,AK,Fairbanks North Star,Health Outcomes,Arthritis among adults,19.9,%
2023,AR,Benton,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,7.5,%
2023,AR,Garland,Health Outcomes,Arthritis among adults,25.8,%
2023,AR,Johnson,Health-Related Social Needs,Received food stamps in the past 12 months among adults,13.3,%
2023,AR,Woodruff,Prevention,Current lack of health insurance among adults aged 18-64 years,12.6,%
2023,AK,Kenai Peninsula,Health Outcomes,Coronary heart disease among adults,5.5,%
2023,AR,Garland,Health Status,Frequent physical distress among adults,14.9,%
2022,AL,Clarke,Prevention,Visited dentist or dental clinic in the past year among adults,50.7,%
2023,AL,Marshall,Prevention,Cholesterol screening among adults,84.7,%
2022,AR,Washington,Prevention,Visited dentist or dental clinic in the past year among adults,56.4,%
2023,AK,Sitka,Prevention,Visits to doctor for routine checkup within the past year among adults,66.5,%
2023,AR,Ouachita,Prevention,Current lack of health insurance among adults aged 18-64 years,11.3,%
2023,CA,Lassen,Disability,Any disability among adults,36.5,%
2023,AK,Nome,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,23.2,%
2023,AR,Baxter,Disability,Independent living disability among adults,10.1,%
2023,AL,Perry,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,24.0,%
2023,AL,Houston,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,79.6,%
2023,AL,Marshall,Health Outcomes,Obesity among adults,37.6,%
2023,AL,Coosa,Health Outcomes,Arthritis among adults,36.9,%
2023,AR,Washington,Health Outcomes,Depression among adults,24.6,%
2023,AK,Dillingham,Health Risk Behaviors,Current cigarette smoking among adults,25.7,%
2023,AK,Bethel,Prevention,Visits to doctor for routine checkup within the past year among adults,63.6,%
2023,AR,Yell,Health-Related Social Needs,Lack of social and emotional support among adults,26.9,%
2023,AR,Cleburne,Health Risk Behaviors,Binge drinking among adults,13.6,%
2022,AZ,Pinal,Health Outcomes,All teeth lost among adults aged >=65 years,19.3,%
2023,AL,Marion,Health Outcomes,Arthritis among adults,34.8,%
2023,AR,Franklin,Health Outcomes,High cholesterol among adults who have ever been screened,34.5,%
2023,AR,Ouachita,Health Risk Behaviors,No leisure-time physical activity among adults,35.8,%
2023,AL,Hale,Health Risk Behaviors,Binge drinking among adults,11.2,%
2023,AR,Scott,Health-Related Social Needs,Lack of social and emotional support among adults,28.7,%
2023,AK,Kodiak Island,Health-Related Social Needs,Loneliness among adults,34.0,%
2023,AL,Randolph,Disability,Any disability among adults,37.2,%
2023,AR,Calhoun,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,9.5,%
2023,AL,Marion,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,10.3,%
2023,AL,Geneva,Health Outcomes,Coronary heart disease among adults,7.0,%
2023,AR,Miller,Health Risk Behaviors,Current cigarette smoking among adults,19.1,%
2023,AL,Lawrence,Health Outcomes,Depression among adults,24.9,%
2023,AL,Fayette,Health Status,Frequent mental distress among adults,20.2,%
2023,AR,Phillips,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,22.8,%
2023,AR,Perry,Disability,Any disability among adults,40.4,%
2023,CA,Kern,Health Outcomes,Chronic obstructive pulmonary disease among adults,6.4,%
2023,AZ,Gila,Health Outcomes,Arthritis among adults,35.2,%
2023,CA,Del Norte,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,8.9,%
2022,CA,Orange,Health Outcomes,All teeth lost among adults aged >=65 years,8.3,%
2023,CA,Napa,Disability,Cognitive disability among adults,14.3,%
2023,AL,Wilcox,Health Outcomes,Current asthma among adults,11.9,%
2023,AR,Cross,Disability,Mobility disability among adults,21.3,%
2023,CA,Amador,Health Status,Frequent physical distress among adults,12.6,%
2023,AK,Matanuska-Susitna,Health Outcomes,Arthritis among adults,24.5,%
2023,AK,Wrangell,Health-Related Social Needs,Received food stamps in the past 12 months among adults,11.2,%
2023,CA,Monterey,Health Outcomes,Stroke among adults,3.4,%
2023,AK,Kusilvak,Health Outcomes,Chronic obstructive pulmonary disease among adults,11.6,%
2023,AR,Phillips,Health Status,Frequent mental distress among adults,22.4,%
2023,AR,Izard,Health Outcomes,Arthritis among adults,27.4,%
2023,AR,Lawrence,Health-Related Social Needs,Received food stamps in the past 12 months among adults,13.3,%
2022,AL,Tuscaloosa,Prevention,Visited dentist or dental clinic in the past year among adults,55.4,%
2023,AK,Anchorage,Disability,Hearing disability among adults,6.9,%
2023,AR,Lee,Health Risk Behaviors,Binge drinking among adults,12.6,%
2023,CA,Napa,Disability,Vision disability among adults,5.1,%
2023,AZ,Cochise,Health-Related Social Needs,Food insecurity in the past 12 months among adults,16.7,%
2023,CA,Mariposa,Disability,Hearing disability among adults,6.2,%
2023,AL,Fayette,Health Outcomes,Stroke among adults,3.8,%
2023,AR,Independence,Disability,Independent living disability among adults,10.3,%
2023,AR,Carroll,Health Risk Behaviors,Binge drinking among adults,13.5,%
2022,AL,Jackson,Prevention,Visited dentist or dental clinic in the past year among adults,52.8,%
2023,AK,Chugach,Health Outcomes,Arthritis among adults,24.4,%
2022,CA,Madera,Prevention,Mammography use among women aged 50-74 years,73.0,%
2023,AR,Desha,Health Outcomes,Diagnosed diabetes among adults,17.1,%
2023,CA,Mendocino,Health Outcomes,Depression among adults,23.0,%
2023,AL,DeKalb,Disability,Mobility disability among adults,20.3,%
2022,AL,Macon,Prevention,Visited dentist or dental clinic in the past year among adults,47.6,%
2023,AK,Juneau,Disability,Mobility disability among adults,10.0,%
2023,AR,Lincoln,Health Outcomes,Current asthma among adults,9.8,%
2023,CA,Butte,Disability,Any disability among adults,32.6,%
2023,AL,Conecuh,Health Outcomes,Arthritis among adults,30.0,%
2023,AL,Tallapoosa,Health-Related Social Needs,Received food stamps in the past 12 months among adults,14.0,%
2023,AZ,Pima,Disability,Self-care disability among adults,3.5,%
2023,AR,Logan,Health Risk Behaviors,No leisure-time physical activity among adults,33.8,%
2023,AR,Desha,Health-Related Social Needs,Food insecurity in the past 12 months among adults,36.6,%
2023,AR,Perry,Health-Related Social Needs,Loneliness among adults,34.5,%
2022,AR,Little River,Prevention,Mammography use among women aged 50-74 years,71.3,%
2023,AL,Henry,Health Risk Behaviors,No leisure-time physical activity among adults,31.4,%
2023,AL,Cullman,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,11.1,%
2022,AR,St. Francis,Health Risk Behaviors,Short sleep duration among adults,47.3,%
2023,AL,Hale,Prevention,Cholesterol screening among adults,83.3,%
2023,AL,Limestone,Health Risk Behaviors,No leisure-time physical activity among adults,24.5,%
2022,AR,Boone,Prevention,Colorectal cancer screening among adults aged 45–75 years,56.7,%
2022,AK,Fairbanks North Star,Prevention,Mammography use among women aged 50-74 years,58.4,%
2023,AR,Crittenden,Disability,Vision disability among adults,8.2,%
2023,AL,Lowndes,Disability,Self-care disability among adults,7.9,%
2023,CA,Fresno,Health Outcomes,Cancer (non-skin) or melanoma among adults,5.7,%
2023,AL,Washington,Health Status,Fair or poor self-rated health status among adults,26.1,%
2023,AR,Bradley,Prevention,Visits to doctor for routine checkup within the past year among adults,80.7,%
2023,CA,Modoc,Health-Related Social Needs,Loneliness among adults,33.1,%
2023,CA,Kings,Disability,Self-care disability among adults,5.0,%
2022,AR,Greene,Health Outcomes,All teeth lost among adults aged >=65 years,22.5,%
2023,AR,Craighead,Health-Related Social Needs,Lack of social and emotional support among adults,27.5,%
2023,CA,Fresno,Disability,Any disability among adults,36.1,%
2023,AZ,Maricopa,Health Outcomes,Arthritis among adults,23.5,%
2022,CA,Alpine,Prevention,Colorectal cancer screening among adults aged 45–75 years,59.8,%
2023,AL,Covington,Prevention,Cholesterol screening among adults,85.7,%
2023,AR,Hot Spring,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,15.6,%
2023,AK,Northwest Arctic,Health Outcomes,Current asthma among adults,13.3,%
2022,AK,Ketchikan Gateway,Prevention,Mammography use among women aged 50-74 years,67.0,%
2023,AR,Drew,Health Status,Frequent mental distress among adults,19.8,%
2023,AR,Dallas,Health Outcomes,High blood pressure among adults,41.3,%
2023,AR,Clay,Health Status,Frequent mental distress among adults,21.1,%
2023,CA,Madera,Health Outcomes,High blood pressure among adults,33.2,%
2023,AL,Lee,Health Risk Behaviors,Binge drinking among adults,15.3,%
2023,AK,Fairbanks North Star,Health-Related Social Needs,Food insecurity in the past 12 months among adults,11.2,%
2023,AK,Lake and Peninsula,Health Outcomes,Current asthma among adults,12.5,%
2023,AL,Limestone,Prevention,Visits to doctor for routine checkup within the past year among adults,78.0,%
2023,AR,Garland,Disability,Independent living disability among adults,9.9,%
2023,AL,Choctaw,Disability,Any disability among adults,44.3,%
2023,CA,Riverside,Health-Related Social Needs,Received food stamps in the past 12 months among adults,17.3,%
2022,AR,Newton,Prevention,Colorectal cancer screening among adults aged 45–75 years,63.3,%
2023,AL,Geneva,Health Outcomes,High cholesterol among adults who have ever been screened,36.2,%
2023,AL,Lamar,Prevention,Current lack of health insurance among adults aged 18-64 years,10.9,%
2023,AR,Franklin,Health Outcomes,Diagnosed diabetes among adults,14.6,%
2023,AR,Benton,Disability,Hearing disability among adults,7.1,%
2022,CA,Marin,Prevention,Mammography use among women aged 50-74 years,78.3,%
2023,AL,Pickens,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,14.5,%
2023,AR,Clark,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,62.3,%
2023,AL,Lauderdale,Health Outcomes,Diagnosed diabetes among adults,11.0,%
2023,AK,Prince of Wales-Hyder,Health Status,Fair or poor self-rated health status among adults,25.5,%
2023,AZ,Santa Cruz,Health Outcomes,Cancer (non-skin) or melanoma among adults,5.4,%
2023,AR,Lee,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,64.1,%
2023,AR,Chicot,Health Outcomes,Chronic obstructive pulmonary disease among adults,11.5,%
2023,AR,Ashley,Prevention,Current lack of health insurance among adults aged 18-64 years,12.9,%
2023,CA,Plumas,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,12.7,%
2023,AR,Crawford,Health Outcomes,Cancer (non-skin) or melanoma among adults,7.1,%
2022,AL,Jackson,Health Risk Behaviors,Short sleep duration among adults,42.1,%
2023,AL,Greene,Health Outcomes,Depression among adults,20.4,%
2022,AK,Juneau,Prevention,Mammography use among women aged 50-74 years,68.8,%
2023,AR,Arkansas,Health Risk Behaviors,Binge drinking among adults,15.5,%
2023,AR,Union,Health Outcomes,Cancer (non-skin) or melanoma among adults,8.2,%
2023,AL,Wilcox,Prevention,Visits to doctor for routine checkup within the past year among adults,81.1,%
2023,CA,Fresno,Health Risk Behaviors,No leisure-time physical activity among adults,30.9,%
2023,AL,Colbert,Health-Related Social Needs,Received food stamps in the past 12 months among adults,13.6,%
2023,AR,Logan,Disability,Independent living disability among adults,10.3,%
2022,CA,Monterey,Prevention,Colorectal cancer screening among adults aged 45–75 years,53.3,%
2023,AZ,Pima,Health Status,Fair or poor self-rated health status among adults,19.9,%
2023,AL,Lowndes,Disability,Cognitive disability among adults,20.3,%
2023,AR,Clay,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,9.0,%
2023,AR,Ouachita,Health-Related Social Needs,Food insecurity in the past 12 months among adults,25.6,%
2023,AL,Colbert,Disability,Mobility disability among adults,18.1,%
2022,AR,Hempstead,Health Risk Behaviors,Short sleep duration among adults,41.3,%
2023,AR,Washington,Health Status,Frequent physical distress among adults,13.9,%
2023,AL,Barbour,Disability,Self-care disability among adults,7.1,%
2023,AK,Matanuska-Susitna,Disability,Cognitive disability among adults,14.7,%
2023,AZ,Maricopa,Disability,Mobility disability among adults,11.5,%
2023,AL,Jackson,Health Status,Frequent physical distress among adults,15.5,%
2023,AL,Coosa,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,17.1,%
2023,AL,Dallas,Prevention,Cholesterol screening among adults,83.5,%
2023,AL,St. Clair,Health Risk Behaviors,No leisure-time physical activity among adults,26.3,%
2023,AL,Mobile,Health-Related Social Needs,Food insecurity in the past 12 months among adults,22.3,%
2022,AK,Kusilvak,Health Outcomes,All teeth lost among adults aged >=65 years,37.2,%
2023,AL,Etowah,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,78.6,%
2022,AR,Madison,Prevention,Mammography use among women aged 50-74 years,66.0,%
2023,AR,Woodruff,Health Risk Behaviors,No leisure-time physical activity among adults,37.7,%
2022,CA,Inyo,Health Outcomes,All teeth lost among adults aged >=65 years,9.2,%
2023,AZ,Gila,Health-Related Social Needs,Food insecurity in the past 12 months among adults,17.5,%
2023,AL,Sumter,Health Outcomes,High blood pressure among adults,49.1,%
2023,AR,Desha,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,21.7,%
2022,AR,Polk,Prevention,Visited dentist or dental clinic in the past year among adults,52.8,%
2022,CA,El Dorado,Prevention,Colorectal cancer screening among adults aged 45–75 years,59.9,%
2023,AR,Polk,Health Risk Behaviors,Binge drinking among adults,16.6,%
2023,AR,Nevada,Health Outcomes,Stroke among adults,4.4,%
2023,AK,Chugach,Health-Related Social Needs,Food insecurity in the past 12 months among adults,11.6,%
2023,AK,Kusilvak,Disability,Vision disability among adults,13.1,%
2022,AL,Marshall,Health Risk Behaviors,Short sleep duration among adults,39.1,%
2022,AR,Pope,Health Risk Behaviors,Short sleep duration among adults,36.5,%
2022,AL,Lamar,Prevention,Mammography use among women aged 50-74 years,77.9,%
