year,stateabbr,locationname,category,measure,data_value,data_value_unit
2022,AL,Elmore,Prevention,Visited dentist or dental clinic in the past year among adults,59.5,%
2023,AL,Sumter,Health Outcomes,Chronic obstructive pulmonary disease among adults,9.3,%
2023,AR,Marion,Health Risk Behaviors,Binge drinking among adults,12.5,%
2022,AK,Aleutians West,Health Risk Behaviors,Short sleep duration among adults,38.9,%
2023,CA,Mono,Health Outcomes,Diagnosed diabetes among adults,10.5,%
2023,AL,Elmore,Disability,Independent living disability among adults,9.0,%
2023,AL,Conecuh,Health Outcomes,Coronary heart disease among adults,11.1,%
2023,AZ,Apache,Health Outcomes,Coronary heart disease among adults,9.3,%
2023,AR,Prairie,Health Outcomes,Cancer (non-skin) or melanoma among adults,10.0,%
2022,AL,Talladega,Prevention,Visited dentist or dental clinic in the past year among adults,52.3,%
2023,AL,DeKalb,Health Outcomes,Depression among adults,27.2,%
2023,AL,Walker,Prevention,Visits to doctor for routine checkup within the past year among adults,79.9,%
2023,AZ,Gila,Health Outcomes,Stroke among adults,5.2,%
2023,AR,Mississippi,Prevention,Current lack of health insurance among adults aged 18-64 years,12.9,%
2023,CA,El Dorado,Health-Related Social Needs,Received food stamps in the past 12 months among adults,9.3,%
2023,AR,Conway,Prevention,Visits to doctor for routine checkup within the past year among adults,76.6,%
2023,AZ,Cochise,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,9.8,%
2023,CA,San Bernardino,Disability,Any disability among adults,31.5,%
2023,AK,Kenai Peninsula,Disability,Independent living disability among adults,7.5,%
2023,AR,Greene,Health Outcomes,Cancer (non-skin) or melanoma among adults,7.3,%
2023,CA,Mono,Health-Related Social Needs,Loneliness among adults,33.6,%
2023,AK,Southeast Fairbanks,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,12.8,%
2023,AK,Chugach,Health Risk Behaviors,No leisure-time physical activity among adults,20.9,%
2023,AL,Covington,Health Outcomes,Diagnosed diabetes among adults,12.8,%
2023,AK,Fairbanks North Star,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,6.8,%
2022,AL,Henry,Prevention,Mammography use among women aged 50-74 years,75.5,%
2023,AR,Pike,Health Status,Fair or poor self-rated health status among adults,26.3,%
2023,AR,Yell,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,16.5,%
2023,AZ,Greenlee,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,13.8,%
2022,CA,Calaveras,Prevention,Mammography use among women aged 50-74 years,74.8,%
2023,AR,Randolph,Health Outcomes,Coronary heart disease among adults,9.4,%
2023,AK,Yakutat,Health Outcomes,Cancer (non-skin) or melanoma among adults,6.2,%
2022,AR,Grant,Health Risk Behaviors,Short sleep duration among adults,38.1,%
2023,CA,Marin,Health-Related Social Needs,Lack of social and emotional support among adults,21.4,%
2022,AL,DeKalb,Health Risk Behaviors,Short sleep duration among adults,40.3,%
2023,AL,Washington,Health Status,Frequent mental distress among adults,17.7,%
2023,AR,Union,Health Outcomes,High cholesterol among adults who have ever been screened,40.4,%
2022,AL,Perry,Prevention,Colorectal cancer screening among adults aged 45–75 years,63.5,%
2023,AR,Hot Spring,Health Outcomes,Current asthma among adults,10.3,%
2023,AR,White,Prevention,Current lack of health insurance among adults aged 18-64 years,11.4,%
2023,AL,Wilcox,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,29.0,%
2022,AZ,Pima,Prevention,Colorectal cancer screening among adults aged 45–75 years,54.8,%
2023,AZ,Gila,Prevention,Visits to doctor for routine checkup within the past year among adults,71.1,%
2023,AR,Carroll,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,13.2,%
2023,AK,Nome,Prevention,Visits to doctor for routine checkup within the past year among adults,64.0,%
2023,AL,Madison,Health Status,Frequent mental distress among adults,16.0,%
2023,CA,Modoc,Health Outcomes,Arthritis among adults,32.8,%
2023,AR,Johnson,Health-Related Social Needs,Loneliness among adults,34.7,%
2023,AK,Skagway,Health Risk Behaviors,Binge drinking among adults,19.7,%
2023,CA,Sacramento,Health Risk Behaviors,Binge drinking among adults,14.2,%
2023,AR,Grant,Health Status,Frequent physical distress among adults,15.0,%
2023,AL,Monroe,Disability,Mobility disability among adults,23.8,%
2023,AL,Cullman,Health Outcomes,High blood pressure among adults,37.3,%
2023,AL,Limestone,Health-Related Social Needs,Food insecurity in the past 12 months among adults,15.4,%
2023,AL,Dallas,Health Outcomes,Stroke among adults,5.2,%
2023,AR,Crittenden,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,14.2,%
2022,AL,Etowah,Prevention,Colorectal cancer screening among adults aged 45–75 years,56.0,%
2023,AR,Logan,Health Outcomes,High cholesterol among adults who have ever been screened,41.3,%
2023,AK,Kenai Peninsula,Health Outcomes,Obesity among adults,32.3,%
2023,AR,Woodruff,Health Status,Fair or poor self-rated health status among adults,31.8,%
2023,AR,Lee,Health-Related Social Needs,Lack of social and emotional support among adults,34.6,%
2023,AL,Mobile,Health Outcomes,Cancer (non-skin) or melanoma among adults,7.7,%
2023,CA,Kings,Health Outcomes,Arthritis among adults,20.6,%
2023,AL,Morgan,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,61.5,%
2023,AL,Blount,Disability,Vision disability among adults,5.3,%
2023,AL,Talladega,Prevention,Cholesterol screening among adults,83.3,%
2023,AL,Marion,Health-Related Social Needs,Food insecurity in the past 12 months among adults,19.0,%
2023,AR,Madison,Health Outcomes,High cholesterol among adults who have ever been screened,40.5,%
2023,AL,Coosa,Health-Related Social Needs,Food insecurity in the past 12 months among adults,23.1,%
2022,AK,Kodiak Island,Health Risk Behaviors,Short sleep duration among adults,38.5,%
2023,CA,Los Angeles,Disability,Cognitive disability among adults,15.6,%
2023,AL,Clarke,Health Outcomes,Obesity among adults,44.2,%
2022,CA,Contra Costa,Health Outcomes,All teeth lost among adults aged >=65 years,8.2,%
2023,AR,Dallas,Prevention,Visits to doctor for routine checkup within the past year among adults,78.1,%
2023,CA,Madera,Prevention,Visits to doctor for routine checkup within the past year among adults,69.8,%
2023,AR,Craighead,Health Risk Behaviors,Current cigarette smoking among adults,16.2,%
2023,AR,Pope,Health Status,Fair or poor self-rated health status among adults,24.4,%
2023,AR,Marion,Health Outcomes,Cancer (non-skin) or melanoma among adults,11.6,%
2022,CA,El Dorado,Health Risk Behaviors,Short sleep duration among adults,32.1,%
2023,CA,Colusa,Prevention,Current lack of health insurance among adults aged 18-64 years,17.6,%
2023,AL,Bibb,Health Risk Behaviors,Current cigarette smoking among adults,19.9,%
2023,AL,Madison,Health Status,Frequent physical distress among adults,11.8,%
2023,AL,Shelby,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,58.7,%
2022,AL,Monroe,Prevention,Colorectal cancer screening among adults aged 45–75 years,65.9,%
2023,AR,Nevada,Health Outcomes,Coronary heart disease among adults,7.4,%
2022,AR,Bradley,Health Outcomes,All teeth lost among adults aged >=65 years,26.6,%
2023,AR,Ashley,Health Status,Frequent mental distress among adults,19.7,%
2023,AR,Crawford,Disability,Vision disability among adults,5.7,%
2023,AR,Union,Health Outcomes,Coronary heart disease among adults,8.7,%
2022,AR,Lincoln,Prevention,Visited dentist or dental clinic in the past year among adults,44.5,%
2023,AR,Howard,Health Outcomes,Obesity among adults,39.4,%
2023,AR,Lafayette,Health Outcomes,Arthritis among adults,36.9,%
2023,CA,Lassen,Disability,Hearing disability among adults,7.6,%
2023,AL,Crenshaw,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,16.8,%
2023,CA,Amador,Health Risk Behaviors,No leisure-time physical activity among adults,20.5,%
2022,CA,Butte,Prevention,Colorectal cancer screening among adults aged 45–75 years,56.7,%
2023,AR,Woodruff,Health Outcomes,Diagnosed diabetes among adults,18.3,%
2023,AK,Copper River,Health Outcomes,Depression among adults,19.8,%
2023,CA,Madera,Disability,Hearing disability among adults,7.3,%
2023,AR,Greene,Disability,Any disability among adults,39.8,%
2022,AR,Howard,Health Outcomes,All teeth lost among adults aged >=65 years,22.9,%
2023,AK,Kodiak Island,Health Outcomes,Cancer (non-skin) or melanoma among adults,5.8,%
2023,AR,Woodruff,Health Outcomes,Cancer (non-skin) or melanoma among adults,9.4,%
2023,AR,Cross,Health-Related Social Needs,Received food stamps in the past 12 months among adults,17.0,%
2023,AL,Limestone,Health Outcomes,Stroke among adults,3.4,%
2023,AR,Sharp,Health Risk Behaviors,Binge drinking among adults,13.1,%
2023,AL,Lauderdale,Health Outcomes,High cholesterol among adults who have ever been screened,35.0,%
2023,CA,Placer,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,4.9,%
2023,AZ,Cochise,Health Outcomes,Arthritis among adults,31.2,%
2022,AR,Pulaski,Prevention,Colorectal cancer screening among adults aged 45–75 years,59.7,%
2023,AR,Conway,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,11.2,%
2023,AZ,Gila,Disability,Any disability among adults,38.5,%
2023,AZ,Mohave,Disability,Any disability among adults,38.3,%
2023,AR,Chicot,Health Outcomes,Stroke among adults,6.3,%
2023,AL,Franklin,Health Outcomes,Current asthma among adults,10.0,%
2023,AZ,Yuma,Prevention,Visits to doctor for routine checkup within the past year among adults,73.7,%
2022,AL,Houston,Health Outcomes,All teeth lost among adults aged >=65 years,16.5,%
2023,AR,Sharp,Disability,Mobility disability among adults,17.2,%
2023,AL,Cleburne,Health-Related Social Needs,Lack of social and emotional support among adults,24.6,%
2023,CA,Nevada,Health Risk Behaviors,Current cigarette smoking among adults,11.5,%
2022,AK,Wrangell,Health Risk Behaviors,Short sleep duration among adults,36.8,%
2023,CA,Colusa,Health Outcomes,Diagnosed diabetes among adults,13.4,%
2023,AL,Cherokee,Health Outcomes,High cholesterol among adults who have ever been screened,45.9,%
2022,AR,Lee,Prevention,Visited dentist or dental clinic in the past year among adults,40.6,%
2022,AR,Clark,Health Risk Behaviors,Short sleep duration among adults,43.5,%
2023,AL,Wilcox,Health-Related Social Needs,Received food stamps in the past 12 months among adults,33.7,%
2023,AK,Haines,Health Status,Fair or poor self-rated health status among adults,15.5,%
2022,AL,Morgan,Prevention,Colorectal cancer screening among adults aged 45–75 years,60.7,%
2023,AR,Hempstead,Health Outcomes,Diagnosed diabetes among adults,13.6,%
2022,AL,Chilton,Prevention,Visited dentist or dental clinic in the past year among adults,59.2,%
2023,AL,Jackson,Health-Related Social Needs,Received food stamps in the past 12 months among adults,15.6,%
2023,AR,Bradley,Disability,Hearing disability among adults,7.9,%
2023,AR,Newton,Prevention,Cholesterol screening among adults,86.7,%
2023,CA,Napa,Health Risk Behaviors,Current cigarette smoking among adults,10.4,%
2023,AL,Perry,Disability,Independent living disability among adults,16.5,%
2023,AZ,La Paz,Prevention,Cholesterol screening among adults,88.0,%
2023,AR,Drew,Health Outcomes,Cancer (non-skin) or melanoma among adults,7.8,%
2023,AL,Lowndes,Health-Related Social Needs,Lack of social and emotional support among adults,32.6,%
2023,CA,Contra Costa,Health-Related Social Needs,Food insecurity in the past 12 months among adults,13.2,%
2023,AL,Marengo,Prevention,Cholesterol screening among adults,86.4,%
2023,CA,Lassen,Health Risk Behaviors,Current cigarette smoking among adults,16.2,%
2023,AR,Searcy,Health Outcomes,Cancer (non-skin) or melanoma among adults,7.3,%
2023,AL,Bibb,Health Outcomes,Current asthma among adults,10.4,%
2023,AL,Butler,Disability,Self-care disability among adults,6.2,%
2022,AL,Mobile,Prevention,Mammography use among women aged 50-74 years,77.4,%
2023,AL,Choctaw,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,14.3,%
2023,AL,Barbour,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,63.9,%
2023,AR,Grant,Disability,Hearing disability among adults,8.6,%
2023,AK,Wrangell,Health Status,Frequent mental distress among adults,14.8,%
2023,CA,San Bernardino,Disability,Mobility disability among adults,14.1,%
2023,AK,North Slope,Health Status,Frequent mental distress among adults,16.6,%
2023,CA,Mendocino,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,75.4,%
2023,CA,Orange,Disability,Any disability among adults,27.8,%
2023,AL,Winston,Health Outcomes,Depression among adults,26.2,%
2023,AK,Haines,Disability,Hearing disability among adults,7.1,%
2023,AR,Cross,Health Outcomes,Coronary heart disease among adults,7.2,%
2023,AZ,Greenlee,Health Status,Fair or poor self-rated health status among adults,19.7,%
2023,AL,Franklin,Disability,Mobility disability among adults,17.8,%
2023,AK,Yukon-Koyukuk,Health-Related Social Needs,Food insecurity in the past 12 months among adults,29.6,%
2023,AL,Limestone,Health-Related Social Needs,Lack of social and emotional support among adults,23.8,%
2023,AZ,Mohave,Health Risk Behaviors,Current cigarette smoking among adults,17.1,%
2023,AR,Columbia,Health-Related Social Needs,Loneliness among adults,37.2,%
2023,AR,Saline,Health Risk Behaviors,No leisure-time physical activity among adults,27.8,%
2023,AR,Mississippi,Health Outcomes,Diagnosed diabetes among adults,13.4,%
2023,CA,Amador,Health Status,Fair or poor self-rated health status among adults,20.5,%
2022,AL,Dale,Prevention,Mammography use among women aged 50-74 years,73.8,%
2022,CA,Lassen,Prevention,Mammography use among women aged 50-74 years,72.9,%
2023,AR,Chicot,Disability,Independent living disability among adults,12.9,%
2023,AL,Chilton,Health Outcomes,Current asthma among adults,10.0,%
2023,CA,Contra Costa,Prevention,Visits to doctor for routine checkup within the past year among adults,70.2,%
2023,AL,Dale,Prevention,Current lack of health insurance among adults aged 18-64 years,11.5,%
2023,CA,Merced,Health Outcomes,Depression among adults,21.3,%
2023,CA,Lake,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,9.8,%
2023,CA,Imperial,Health Status,Frequent mental distress among adults,18.0,%
2023,AR,Independence,Health Status,Frequent mental distress among adults,20.5,%
2023,AL,Macon,Health Status,Frequent mental distress among adults,19.7,%
2023,AK,Lake and Peninsula,Health-Related Social Needs,Loneliness among adults,35.5,%
2023,AR,Searcy,Health Status,Frequent mental distress among adults,19.0,%
2023,AR,Union,Health Outcomes,Chronic obstructive pulmonary disease among adults,8.0,%
2023,AR,St. Francis,Health Outcomes,Current asthma among adults,11.0,%
2023,AL,Sumter,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,16.1,%
2022,AK,Northwest Arctic,Prevention,Colorectal cancer screening among adults aged 45–75 years,47.4,%
2023,AL,Coffee,Disability,Any disability among adults,36.6,%
2022,AL,Marshall,Prevention,Colorectal cancer screening among adults aged 45–75 years,59.6,%
2023,CA,Madera,Health Outcomes,Depression among adults,21.9,%
2023,AZ,Pinal,Health Outcomes,Obesity among adults,38.4,%
2023,AR,Chicot,Health Risk Behaviors,Binge drinking among adults,13.5,%
2023,AR,Faulkner,Health Outcomes,Current asthma among adults,10.2,%
2022,AR,Drew,Prevention,Colorectal cancer screening among adults aged 45–75 years,57.1,%
2023,AR,Lonoke,Health-Related Social Needs,Received food stamps in the past 12 months among adults,8.5,%
2023,AR,Pike,Disability,Independent living disability among adults,10.6,%
2023,AR,Mississippi,Health Outcomes,Cancer (non-skin) or melanoma among adults,6.3,%
2023,AL,Marion,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,8.6,%
2023,AK,Juneau,Health Outcomes,Depression among adults,21.5,%
2023,CA,Contra Costa,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,7.9,%
2023,AL,Henry,Health Status,Frequent physical distress among adults,14.1,%
2022,AR,Jackson,Health Risk Behaviors,Short sleep duration among adults,42.5,%
2023,AK,Anchorage,Health-Related Social Needs,Loneliness among adults,33.9,%
2022,AK,Anchorage,Health Outcomes,All teeth lost among adults aged >=65 years,12.3,%
2023,AL,Greene,Disability,Any disability among adults,46.6,%
2022,AK,Haines,Health Outcomes,All teeth lost among adults aged >=65 years,13.8,%
2023,AR,Sebastian,Health Outcomes,Obesity among adults,36.4,%
2023,AL,Bullock,Health-Related Social Needs,Food insecurity in the past 12 months among adults,42.9,%
2023,AZ,Cochise,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,8.4,%
2023,AL,Dale,Health Outcomes,Cancer (non-skin) or melanoma among adults,8.4,%
2023,AL,Geneva,Prevention,Cholesterol screening among adults,81.5,%
2023,AK,Kenai Peninsula,Health Outcomes,Diagnosed diabetes among adults,9.8,%
2023,AL,Franklin,Health Risk Behaviors,Current cigarette smoking among adults,19.5,%
2023,AL,Geneva,Prevention,Current lack of health insurance among adults aged 18-64 years,11.8,%
2023,CA,Alameda,Health Outcomes,Coronary heart disease among adults,4.3,%
2023,AL,Mobile,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,16.6,%
2023,AR,Franklin,Health Outcomes,Obesity among adults,39.8,%
2023,AZ,Coconino,Health Outcomes,Depression among adults,22.5,%
2022,AR,Scott,Prevention,Mammography use among women aged 50-74 years,64.8,%
2023,AR,Lee,Disability,Self-care disability among adults,7.8,%
2023,CA,Monterey,Health-Related Social Needs,Loneliness among adults,35.7,%
2023,AR,Arkansas,Health-Related Social Needs,Lack of social and emotional support among adults,29.4,%
2023,AZ,Santa Cruz,Health Status,Fair or poor self-rated health status among adults,26.9,%
2023,AL,Clarke,Health Status,Fair or poor self-rated health status among adults,26.7,%
2023,AR,Marion,Disability,Self-care disability among adults,4.4,%
2023,AL,Choctaw,Health Outcomes,Arthritis among adults,38.4,%
2023,AL,Dallas,Disability,Mobility disability among adults,25.4,%
2023,AL,Blount,Disability,Self-care disability among adults,4.5,%
2023,AR,Logan,Health Outcomes,Chronic obstructive pulmonary disease among adults,10.4,%
2023,AZ,Greenlee,Health Risk Behaviors,Current cigarette smoking among adults,11.6,%
2023,AL,Geneva,Disability,Vision disability among adults,6.5,%
2023,AL,Washington,Health Risk Behaviors,Binge drinking among adults,15.0,%
2023,AK,Dillingham,Health-Related Social Needs,Received food stamps in the past 12 months among adults,20.0,%
2023,AL,Lowndes,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,66.9,%
2023,AR,Montgomery,Health-Related Social Needs,Loneliness among adults,32.7,%
2023,AK,Fairbanks North Star,Health Outcomes,Current asthma among adults,10.0,%
2023,AL,Monroe,Health Outcomes,Coronary heart disease among adults,7.1,%
2023,AR,Columbia,Prevention,Current lack of health insurance among adults aged 18-64 years,11.6,%
2023,AR,Drew,Health Outcomes,Diagnosed diabetes among adults,13.5,%
2023,AK,Denali,Health Outcomes,Stroke among adults,2.9,%
2023,AK,Lake and Peninsula,Prevention,Cholesterol screening among adults,75.7,%
2023,AL,Baldwin,Health Outcomes,Stroke among adults,3.8,%
2023,CA,Humboldt,Health Outcomes,Stroke among adults,3.2,%
2023,AL,Geneva,Health Outcomes,Obesity among adults,42.3,%
2022,AR,Phillips,Prevention,Colorectal cancer screening among adults aged 45–75 years,62.6,%
2023,AK,Juneau,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,9.7,%
2023,AK,Copper River,Disability,Vision disability among adults,5.0,%
2023,AR,Logan,Disability,Mobility disability among adults,16.0,%
2023,CA,Napa,Health Outcomes,Coronary heart disease among adults,6.5,%
2023,AR,Lafayette,Disability,Vision disability among adults,10.2,%
2023,CA,Glenn,Health Risk Behaviors,Binge drinking among adults,16.4,%
2023,AK,Bristol Bay,Prevention,Cholesterol screening among adults,81.9,%
2023,AL,Chilton,Health Status,Frequent mental distress among adults,19.3,%
2023,AK,Kenai Peninsula,Health Outcomes,Stroke among adults,2.9,%
2023,AR,Craighead,Disability,Vision disability among adults,5.7,%
2022,AR,Carroll,Health Outcomes,All teeth lost among adults aged >=65 years,17.5,%
2023,US,,Prevention,Current lack of health insurance among adults aged 18-64 years,11.0,%
2023,CA,Los Angeles,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,10.3,%
2022,AR,Johnson,Prevention,Mammography use among women aged 50-74 years,68.0,%
2023,AL,Mobile,Health Outcomes,High blood pressure among adults,39.6,%
2023,AR,Clay,Health Outcomes,Chronic obstructive pulmonary disease among adults,10.8,%
2023,AK,Lake and Peninsula,Disability,Hearing disability among adults,10.1,%
2023,AR,Van Buren,Disability,Self-care disability among adults,4.7,%
2023,AK,Nome,Health Risk Behaviors,Current cigarette smoking among adults,28.7,%
2023,AK,North Slope,Health Outcomes,Diagnosed diabetes among adults,10.8,%
2023,AR,Pike,Disability,Hearing disability among adults,8.1,%
2022,AR,White,Prevention,Colorectal cancer screening among adults aged 45–75 years,64.2,%
2023,AZ,Pima,Health Outcomes,High blood pressure among adults,34.1,%
2023,AR,Crawford,Health Status,Fair or poor self-rated health status among adults,23.7,%
2022,AL,Clay,Prevention,Mammography use among women aged 50-74 years,73.0,%
2023,AR,Clay,Health Status,Frequent physical distress among adults,15.9,%
2022,CA,Inyo,Prevention,Colorectal cancer screening among adults aged 45–75 years,58.2,%
2023,AR,Boone,Disability,Independent living disability among adults,9.3,%
2023,AK,Kodiak Island,Disability,Independent living disability among adults,6.9,%
2023,AK,Denali,Health Status,Fair or poor self-rated health status among adults,16.6,%
2023,CA,Inyo,Disability,Hearing disability among adults,8.2,%
2023,AZ,Maricopa,Health Outcomes,Coronary heart disease among adults,5.0,%
2023,AL,Fayette,Health Outcomes,Cancer (non-skin) or melanoma among adults,7.2,%
2023,AR,Jefferson,Health Outcomes,Arthritis among adults,26.7,%
2023,AL,St. Clair,Health Status,Fair or poor self-rated health status among adults,21.3,%
2023,AK,Bethel,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,21.9,%
2023,AR,Hempstead,Health-Related Social Needs,Food insecurity in the past 12 months among adults,24.4,%
2023,AZ,Navajo,Disability,Vision disability among adults,8.5,%
2023,AR,Izard,Disability,Cognitive disability among adults,19.6,%
2023,CA,Placer,Disability,Mobility disability among adults,12.2,%
2023,AR,Cleburne,Disability,Hearing disability among adults,8.1,%
2023,AR,White,Health Outcomes,Diagnosed diabetes among adults,10.9,%
2022,CA,Mariposa,Health Outcomes,All teeth lost among adults aged >=65 years,16.2,%
2023,CA,Fresno,Disability,Vision disability among adults,7.4,%
2022,AK,Haines,Prevention,Colorectal cancer screening among adults aged 45–75 years,54.2,%
2023,AZ,Maricopa,Health Outcomes,Stroke among adults,2.7,%
2023,AL,Chambers,Health Risk Behaviors,No leisure-time physical activity among adults,32.5,%
2022,AL,Cullman,Prevention,Mammography use among women aged 50-74 years,74.5,%
2023,CA,Calaveras,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,8.8,%
2023,AZ,Yavapai,Health Outcomes,High blood pressure among adults,27.0,%
2023,AR,Sevier,Health-Related Social Needs,Food insecurity in the past 12 months among adults,27.0,%
2023,AL,Macon,Health Outcomes,High cholesterol among adults who have ever been screened,39.4,%
2023,CA,Sacramento,Health-Related Social Needs,Loneliness among adults,38.9,%
2023,CA,Los Angeles,Disability,Vision disability among adults,6.2,%
2023,AR,Fulton,Prevention,Visits to doctor for routine checkup within the past year among adults,80.9,%
2023,AR,Hot Spring,Disability,Any disability among adults,40.3,%
2023,AL,Bullock,Health Outcomes,Stroke among adults,6.2,%
2023,AR,Fulton,Health Risk Behaviors,Current cigarette smoking among adults,21.4,%
2023,AL,Tallapoosa,Disability,Self-care disability among adults,5.1,%
2023,AK,Ketchikan Gateway,Health Outcomes,High blood pressure among adults,34.8,%
2023,AR,Marion,Health-Related Social Needs,Loneliness among adults,31.3,%
2023,AR,Hot Spring,Health Outcomes,Chronic obstructive pulmonary disease among adults,8.3,%
2023,AL,Shelby,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,76.3,%
2023,AR,Lonoke,Disability,Self-care disability among adults,3.7,%
2023,CA,Glenn,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,18.3,%
2023,AK,Matanuska-Susitna,Health Outcomes,Stroke among adults,3.1,%
2023,AK,Prince of Wales-Hyder,Health Risk Behaviors,Binge drinking among adults,18.0,%
2023,AL,Calhoun,Health Risk Behaviors,Current cigarette smoking among adults,16.3,%
2022,AL,Sumter,Health Outcomes,All teeth lost among adults aged >=65 years,29.8,%
2023,AR,Woodruff,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,12.0,%
2023,AZ,Pinal,Disability,Any disability among adults,31.7,%
2023,AR,Arkansas,Disability,Independent living disability among adults,10.4,%
2022,AZ,Santa Cruz,Prevention,Visited dentist or dental clinic in the past year among adults,53.0,%
2023,AK,Sitka,Health-Related Social Needs,Lack of social and emotional support among adults,24.5,%
2023,AK,Denali,Health Outcomes,Coronary heart disease among adults,5.6,%
2023,AR,Benton,Health Outcomes,Chronic obstructive pulmonary disease among adults,5.6,%
2023,AR,Franklin,Disability,Cognitive disability among adults,21.2,%
2023,AL,Coffee,Health Outcomes,Coronary heart disease among adults,6.3,%
2023,AR,Independence,Health Outcomes,High blood pressure among adults,37.2,%
2022,AR,Miller,Prevention,Mammography use among women aged 50-74 years,68.8,%
2023,AK,Kenai Peninsula,Health Outcomes,High cholesterol among adults who have ever been screened,31.4,%
2022,AR,Baxter,Prevention,Colorectal cancer screening among adults aged 45–75 years,65.4,%
2023,AL,Dallas,Health-Related Social Needs,Lack of social and emotional support among adults,30.3,%
2023,AR,Madison,Health Risk Behaviors,Current cigarette smoking among adults,19.3,%
2023,AK,Aleutians West,Disability,Mobility disability among adults,9.5,%
2023,AR,Drew,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,13.1,%
2023,AL,Dallas,Health Outcomes,Depression among adults,20.3,%
2023,AR,Monroe,Health Outcomes,Current asthma among adults,11.3,%
2023,AL,Tallapoosa,Health Outcomes,Diagnosed diabetes among adults,16.8,%
2023,AR,Woodruff,Health Outcomes,Obesity among adults,39.2,%
2023,AL,Walker,Health Outcomes,Cancer (non-skin) or melanoma among adults,7.4,%
2023,AR,Pulaski,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,76.4,%
2023,AK,Hoonah-Angoon,Health-Related Social Needs,Loneliness among adults,31.1,%
2023,AL,Autauga,Prevention,Taking medicine to control high blood pressure among adults with high blood pressure,78.2,%
2023,CA,Mendocino,Health-Related Social Needs,Lack of social and emotional support among adults,25.4,%
2022,AZ,Coconino,Health Outcomes,All teeth lost among adults aged >=65 years,10.3,%
2023,CA,Inyo,Health Outcomes,Current asthma among adults,10.2,%
2023,CA,Del Norte,Health Status,Frequent physical distress among adults,15.9,%
2023,AZ,Apache,Disability,Mobility disability among adults,19.5,%
2023,AR,Van Buren,Disability,Hearing disability among adults,12.2,%
2023,AR,Miller,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,19.0,%
2022,AL,Coosa,Prevention,Visited dentist or dental clinic in the past year among adults,51.3,%
2022,AR,Izard,Prevention,Mammography use among women aged 50-74 years,67.0,%
2023,AR,Lonoke,Disability,Mobility disability among adults,14.9,%
2023,AL,Etowah,Health-Related Social Needs,Received food stamps in the past 12 months among adults,14.9,%
2023,CA,Alpine,Prevention,Cholesterol screening among adults,88.7,%
2023,AR,Craighead,Health Outcomes,Diagnosed diabetes among adults,11.6,%
2023,CA,Calaveras,Disability,Cognitive disability among adults,14.4,%
2022,AK,Southeast Fairbanks,Prevention,Visited dentist or dental clinic in the past year among adults,52.7,%
2023,AR,Jefferson,Health Outcomes,Depression among adults,21.5,%
2023,AL,Coosa,Disability,Any disability among adults,41.6,%
2023,CA,San Benito,Health Outcomes,Coronary heart disease among adults,5.3,%
2023,CA,Merced,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,11.6,%
2023,AL,Talladega,Health Outcomes,Chronic obstructive pulmonary disease among adults,9.4,%
2023,AZ,Graham,Health-Related Social Needs,Received food stamps in the past 12 months among adults,15.1,%
2023,AR,Searcy,Disability,Cognitive disability among adults,22.6,%
2023,AR,Mississippi,Prevention,Cholesterol screening among adults,83.7,%
2023,AL,Cleburne,Prevention,Current lack of health insurance among adults aged 18-64 years,10.1,%
2023,AL,Clarke,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,12.6,%
